sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
02002742,8.0,7.25,6.8,8.0,4.75,5.25,,,,N1
02002743,7.8,7.75,8.2,,,,7.5,7.5,8.75,N1
02002744,8.0,8.25,8.6,4.25,7.75,7.0,,,,N1
02002745,8.0,7.25,7.8,4.5,5.0,5.0,,,,N1
02002746,7.4,7.5,6.4,6.0,7.25,7.5,,,,N1
02002747,7.2,6.5,8.2,5.75,6.25,5.25,,,,N1
02002748,8.6,9.0,8.6,,,,8.25,8.25,8.5,N1
02002749,7.0,7.5,6.2,,,,5.25,5.25,7.5,N1
02002750,8.0,6.25,4.8,,,,7.0,6.5,9.25,N1
02002751,8.6,8.25,9.2,,,,7.0,7.25,8.5,N1
02002752,8.0,6.75,8.2,6.5,6.0,7.25,,,,N1
02002753,8.0,7.0,9.2,,,,6.5,6.75,8.5,N1
02002754,8.6,6.5,9.2,8.0,4.75,4.25,,,,N1
02002755,7.6,6.75,8.4,,,,5.5,7.25,7.75,N1
02002756,7.4,7.5,6.8,5.5,5.0,6.0,,,,N1
02002757,7.4,8.5,8.2,,,,6.5,6.5,9.0,N1
02002758,8.4,7.5,8.6,4.0,5.0,4.25,,,,N1
02002759,6.0,6.25,7.8,5.5,5.25,5.75,,,,N1
02002760,8.4,7.75,8.6,5.75,9.0,7.25,,,,N1
02002761,7.2,6.75,7.4,7.75,7.75,5.75,,,,N1
02002762,8.4,6.25,8.0,3.5,7.0,8.25,,,,N3
02002763,6.6,7.5,8.6,7.0,8.25,6.25,,,,N1
02002764,7.4,6.25,7.6,5.75,7.0,4.25,,,,N1
02002765,7.2,7.75,8.0,8.5,8.5,6.75,,,,N1
02002766,8.0,6.5,7.2,,,,8.5,8.0,9.25,N1
02002767,8.2,7.5,8.4,7.25,6.0,5.25,,,,N1
02002768,6.4,7.75,6.6,,,,7.25,8.5,8.5,N1
02002769,5.8,6.0,7.4,4.25,5.25,5.25,,,,N1
02002770,6.2,6.25,9.6,3.5,6.75,7.25,,,,N1
02002771,8.6,7.5,8.4,7.25,8.25,7.75,,,,N1
02002772,8.4,5.5,8.6,,,,6.5,8.0,9.5,N1
02002773,6.4,7.25,8.0,,,,6.0,7.25,8.25,N1
02002774,7.0,6.0,8.8,6.25,5.25,5.5,,,,N1
02002775,7.2,5.0,4.8,7.25,6.75,4.75,,,,N1
02002776,8.4,6.5,7.8,7.75,7.25,5.5,,,,N1
02002778,8.6,6.5,9.4,8.0,6.25,7.5,,,,N1
02002779,8.2,6.25,9.4,8.25,8.5,7.75,,,,N1
02002780,8.0,6.75,8.8,6.25,7.75,5.5,,,,N1
02002781,8.8,4.0,8.6,7.25,6.5,6.75,,,,N1
02002782,8.0,6.5,5.6,7.75,8.5,7.25,,,,N3
02002783,7.6,5.5,9.2,7.0,6.5,6.5,,,,N1
02002784,7.8,7.0,8.8,7.75,7.25,5.25,,,,N1
02002785,4.2,7.25,6.2,,,,6.75,6.0,7.0,N1
02002786,8.2,7.25,8.2,5.5,6.0,6.25,,,,N1
02002787,8.2,6.5,8.8,7.75,4.25,5.25,,,,N1
02002788,7.8,7.0,8.0,8.0,9.25,5.75,,,,N1
02002789,8.2,6.75,9.2,4.75,7.25,7.0,,,,N1
02002790,8.2,6.5,6.8,8.0,8.75,6.5,,,,N1
02002791,6.6,6.0,,5.25,7.75,7.5,,,,
02002792,7.0,7.0,4.2,,,,8.25,8.0,8.0,N6
02002793,7.6,6.0,,7.0,4.5,6.75,,,,
02002794,6.0,7.5,6.8,,,,7.75,7.0,8.25,N1
02002795,7.8,7.75,9.6,,,,6.75,8.5,8.0,N1
02002796,7.2,6.25,8.2,,,,5.75,7.75,7.0,N1
02002797,7.0,3.5,9.2,,,,6.5,6.0,7.75,N1
02002798,6.8,5.25,8.0,,,,4.5,6.5,6.25,N1
02002799,7.6,7.0,8.2,,,,7.0,8.5,9.75,N1
02002800,6.8,6.75,8.0,,,,9.0,7.25,9.25,N1
02002801,7.8,5.75,7.2,,,,5.5,6.25,9.0,N3
02002802,6.2,5.5,7.2,,,,5.0,6.5,8.5,N1
02002803,6.2,6.5,7.6,,,,6.5,6.75,8.25,N1
02002804,5.6,7.0,7.2,,,,6.75,7.5,8.0,N1
02002805,7.0,8.25,8.2,,,,8.25,8.5,9.0,N1
02002806,4.6,8.25,8.8,,,,6.75,7.25,8.75,N1
02002807,8.2,8.25,9.2,,,,7.5,9.0,9.0,N1
02002808,7.4,7.75,9.8,,,,7.5,6.0,8.25,N1
02002809,7.0,7.0,,5.5,6.0,5.75,,,,
02002810,7.8,5.0,8.6,,,,8.5,7.25,8.25,N1
02002811,2.8,2.0,5.8,,,,3.75,5.0,4.5,N1
02002812,7.6,8.0,9.8,,,,8.25,9.0,9.0,N1
02002813,5.2,6.0,9.2,,,,7.0,7.5,7.75,N1
02002814,6.8,5.75,8.4,,,,8.0,7.5,8.5,N3
02002815,6.4,5.5,,6.5,6.25,6.5,,,,
02002816,6.0,7.0,6.6,,,,6.75,7.5,8.25,N1
02002817,2.8,1.25,7.2,,,,4.0,5.25,7.75,N1
02002818,7.8,7.5,8.2,,,,6.75,7.75,8.25,N1
02002819,7.4,8.0,8.8,,,,6.5,8.5,8.25,N1
02002820,4.8,7.5,9.8,,,,6.0,7.5,8.5,N1
02002821,7.0,8.0,,,,,8.0,6.75,8.5,
02002822,8.8,6.5,,8.75,6.75,6.75,,,,
02002823,6.6,7.25,8.6,,,,7.25,8.25,9.0,N1
02002824,6.4,7.75,7.2,,,,6.75,7.25,8.5,N1
02002825,6.2,4.5,7.4,,,,7.0,8.0,8.25,N1
02002826,5.8,6.0,7.8,,,,7.5,7.75,9.0,N1
02002827,8.0,6.5,,7.5,7.25,7.0,,,,
02002828,6.0,6.75,7.6,5.25,4.25,7.0,,,,N4
02002829,7.8,8.5,6.6,,,,6.5,7.5,9.25,N1
02002830,5.8,5.5,,3.5,3.75,4.75,,,,
02002831,7.2,6.0,,5.5,6.0,4.75,,,,
02002832,6.4,8.5,7.6,,,,7.0,9.0,9.0,N1
02002833,5.2,8.0,9.0,,,,7.25,7.0,8.75,N1
02002834,7.0,7.25,9.0,,,,8.5,7.75,9.0,N1
02002835,7.2,8.5,7.8,,,,7.5,7.5,8.75,N1
02002836,3.8,6.25,9.6,,,,8.25,8.75,8.25,N1
02002837,7.0,7.0,,7.5,6.0,5.0,,,,
02002838,7.4,5.75,7.2,,,,7.0,7.25,7.5,N6
02002839,6.6,6.5,8.4,,,,7.5,8.75,9.5,N1
02002840,4.8,7.25,7.6,,,,5.0,4.75,6.75,N1
02002841,7.0,5.0,3.0,,,,4.75,7.25,5.0,N6
02002842,8.0,6.5,8.8,7.75,6.5,7.75,,,,N1
02002843,8.8,7.0,9.2,7.25,6.5,9.0,,,,N1
02002844,7.8,7.25,8.0,5.25,9.0,7.0,,,,N1
02002845,6.2,7.5,7.0,7.5,4.75,6.5,,,,N1
02002846,8.4,5.5,7.2,7.5,6.25,5.75,,,,N1
02002847,8.2,7.0,8.8,7.0,4.5,4.0,,,,N1
02002848,6.4,7.0,8.6,,,,8.75,8.5,9.25,N1
02002849,6.8,7.0,,,,,6.0,7.25,8.25,
02002850,7.0,6.5,,5.5,5.0,7.75,,,,
02002851,6.6,6.5,5.6,5.0,2.5,6.25,,,,N1
02002852,8.4,7.0,8.6,8.0,5.25,6.25,,,,N1
02002853,8.0,7.0,9.4,,,,7.25,7.0,9.5,N1
02002854,7.6,6.75,9.2,6.5,4.75,6.25,,,,N1
02002855,7.4,7.75,8.4,6.25,8.25,6.75,,,,N1
02002856,8.4,7.5,9.0,8.25,7.0,6.25,,,,N1
02002857,8.8,7.0,9.2,8.25,8.25,8.25,,,,N1
02002858,6.4,6.0,7.4,2.0,7.25,4.25,,,,N1
02002859,7.2,6.0,,8.5,7.0,6.5,,,,
02002860,8.0,8.0,,7.75,7.25,6.75,,,,
02002861,5.8,6.0,7.4,,,,4.75,5.0,7.25,N1
02002862,6.4,8.25,8.6,,,,7.5,8.0,9.0,N1
02002863,6.6,6.0,6.2,,,,6.75,6.5,8.0,N1
02002864,7.0,6.5,8.6,6.25,6.5,5.25,,,,N1
02002865,7.6,7.25,8.0,8.75,8.5,7.0,,,,N1
02002866,6.8,6.5,6.6,,,,6.25,5.75,7.5,N1
02002867,6.6,7.25,6.0,,,,5.25,6.0,6.75,N1
02002868,7.4,7.5,9.0,7.5,6.25,5.25,,,,N1
02002869,8.6,7.75,,6.75,7.75,6.0,,,,
02002870,7.4,6.75,6.6,,,,7.25,7.75,7.75,N1
02002871,8.2,7.25,9.0,,,,9.75,9.5,8.5,N1
02002872,7.4,6.0,9.6,4.75,5.25,5.75,,,,N1
02002873,7.4,7.5,6.2,,,,8.0,8.0,9.5,N6
02002874,8.0,5.5,8.4,6.25,8.5,8.5,,,,N1
02002875,7.6,8.25,7.4,8.0,7.5,5.75,,,,N1
02002876,8.8,6.25,9.2,8.0,9.0,6.75,,,,N1
02002877,8.4,7.75,9.2,9.0,6.5,5.75,,,,N1
02002878,7.0,6.25,7.4,6.5,8.0,5.25,,,,N1
02002879,8.8,7.5,8.8,8.5,7.75,7.75,,,,N1
02002880,8.2,7.75,8.4,7.25,5.25,6.5,,,,N1
02002881,7.0,7.5,7.6,,,,7.5,7.75,9.25,N3
02002882,7.2,6.25,8.6,,,,8.5,8.5,9.0,N1
02002883,8.4,7.0,8.8,8.0,8.25,5.0,,,,N1
02002884,7.4,7.0,8.2,,,,7.25,7.0,8.0,N1
02002885,9.0,7.25,7.8,8.75,8.75,8.5,,,,N1
02002886,8.2,7.0,8.4,6.25,8.25,8.75,,,,N1
02002887,7.8,7.75,10.0,,,,8.75,8.0,9.25,N6
02002888,8.2,6.75,8.2,6.75,5.25,6.5,,,,N1
02002889,6.6,7.0,5.4,,,,6.5,6.25,6.25,N1
02002890,5.8,5.25,4.2,5.0,6.5,5.5,,,,N3
02002891,7.4,5.75,8.8,3.75,6.5,5.75,,,,N1
02002892,7.2,6.75,5.6,,,,7.5,8.75,8.0,N3
02002893,8.4,7.0,8.0,,,,7.25,8.5,9.0,N3
02002894,7.8,5.75,8.6,7.5,6.75,6.75,,,,N1
02002895,8.0,5.75,8.8,8.5,4.5,7.0,,,,N1
02002896,4.4,4.0,6.8,,,,5.0,5.25,8.5,N3
02002897,8.0,6.25,6.6,5.25,8.0,4.75,,,,N1
02002898,6.8,4.5,,2.75,4.25,5.25,,,,
02002899,6.2,7.25,5.4,,,,6.0,7.5,8.75,N3
02002900,8.0,6.0,5.6,8.5,9.0,6.0,,,,N1
02002901,7.6,5.75,6.6,7.25,6.75,5.0,,,,N1
02002902,6.6,6.5,8.2,7.5,5.0,5.25,,,,N1
02002903,7.0,4.25,4.6,5.25,7.5,5.5,,,,N1
02002904,8.4,6.75,8.8,7.75,6.5,5.25,,,,N1
02002905,8.2,6.25,,7.75,6.75,7.25,,,,
02002906,6.2,5.5,6.4,,,,6.75,8.75,7.75,N3
02002907,8.0,6.0,9.4,7.25,8.5,6.0,,,,N1
02002908,8.8,8.0,8.6,8.5,6.5,8.0,,,,N1
02002909,8.0,7.0,8.2,4.5,7.0,8.0,,,,N1
02002910,4.8,7.0,8.4,,,,7.25,7.75,8.75,N1
02002911,8.8,7.25,9.2,8.75,7.5,5.75,,,,N1
02002912,6.4,5.5,6.2,4.5,5.5,4.25,,,,N1
02002913,8.0,7.25,8.4,,,,8.0,8.5,8.75,N1
02002914,4.8,5.75,4.8,,,,4.25,7.0,8.5,N1
02002915,6.8,7.25,6.2,,,,6.5,8.25,8.0,N1
02002916,8.4,6.5,8.8,7.5,7.5,7.25,,,,N1
02002917,8.0,8.0,7.8,4.25,7.25,7.0,,,,N1
02002918,6.2,8.25,,6.5,5.75,5.75,,,,
02002919,5.6,8.0,9.8,,,,8.0,8.0,8.5,N1
02002920,6.8,6.5,9.0,,,,7.25,6.5,9.25,N1
02002921,6.2,7.75,,,,,8.0,8.25,9.0,
02002922,6.4,7.75,6.8,,,,6.25,7.0,8.25,N1
02002923,8.6,8.0,9.2,6.5,6.25,5.75,,,,N1
02002924,8.2,8.0,8.4,8.5,7.0,7.0,,,,N1
02002925,7.2,7.25,7.6,,,,8.25,7.5,9.0,N1
02002926,5.8,7.5,8.2,,,,7.5,7.25,9.25,N1
02002927,7.6,8.5,8.8,8.5,7.5,7.25,,,,N1
02002928,6.8,7.5,8.8,6.0,5.75,6.5,,,,N1
02002929,7.2,7.25,,4.25,5.75,7.5,,,,
02002930,5.6,6.5,3.2,6.5,6.5,4.25,,,,N1
02002931,8.2,7.25,6.4,7.0,7.0,5.0,,,,N1
02002932,6.4,7.25,4.8,,,,8.0,8.0,9.25,N1
02002933,8.4,7.25,7.2,6.5,7.5,9.0,,,,N1
02002934,7.8,7.5,7.8,,,,5.0,6.25,7.5,N1
02002935,7.2,7.75,7.2,,,,6.0,8.0,8.0,N1
02002936,7.6,8.25,8.6,,,,7.5,7.75,8.5,N1
02002937,7.6,7.5,9.0,7.25,7.25,6.75,,,,N1
02002938,6.8,8.75,,7.5,5.25,6.5,,,,
02002939,6.8,6.5,9.0,5.0,4.75,7.25,,,,N1
02002940,8.0,7.5,,7.5,8.0,9.5,,,,
02002941,5.8,6.5,7.6,,,,6.25,7.25,8.0,N1
02002942,9.2,8.5,7.4,8.0,8.25,6.75,,,,N1
02002943,7.6,6.75,8.8,5.0,8.0,8.5,,,,N1
02002944,7.6,7.75,7.0,7.75,7.25,5.75,,,,N1
02002945,6.4,5.75,9.0,8.0,4.75,5.0,,,,N1
02002946,7.2,7.5,8.8,,,,7.25,7.0,8.5,N1
02002947,6.6,7.5,7.2,5.25,7.25,5.25,,,,N1
02002948,7.6,7.0,7.6,6.25,4.75,5.0,,,,N1
02002949,7.6,8.0,7.8,7.25,7.5,7.75,,,,N1
02002950,7.4,7.5,8.4,,,,8.0,7.5,9.0,N1
02002951,6.8,7.25,,6.75,4.5,5.25,,,,
02002952,6.6,7.25,8.6,7.5,4.5,5.75,,,,N1
02002953,7.8,5.5,6.6,,,,5.5,7.0,8.0,N1
02002954,8.0,8.0,,5.75,8.0,7.75,,,,
02002955,6.6,8.0,6.2,7.0,5.75,5.75,,,,N1
02002956,5.6,6.5,4.2,,,,5.0,7.25,9.75,N1
02002957,6.6,8.0,8.6,,,,7.0,8.0,8.75,N1
02002958,5.6,8.0,9.2,,,,5.25,8.5,9.25,N1
02002959,7.6,8.25,9.4,7.0,7.25,5.75,,,,N1
02002960,6.2,5.75,5.0,,,,6.5,6.75,7.75,N1
02002961,7.0,6.0,5.2,6.25,6.5,4.5,,,,N1
02002962,8.0,7.0,6.6,5.25,5.5,8.0,,,,N1
02002963,7.8,6.5,9.2,7.0,4.75,5.25,,,,N1
02002964,8.0,7.0,8.4,8.25,6.5,6.5,,,,N1
02002965,7.6,7.0,7.2,5.75,5.5,5.75,,,,N1
02002966,7.2,6.5,,4.0,3.75,6.25,,,,
02002967,7.6,6.75,7.6,5.75,7.0,6.25,,,,N1
02002968,7.4,7.0,7.0,6.0,7.5,7.0,,,,N1
02002969,7.2,7.5,8.0,6.25,8.25,6.25,,,,N1
02002970,6.0,6.75,6.0,,,,6.5,7.25,8.25,N1
02002971,8.4,7.75,8.0,7.0,5.5,7.75,,,,N1
02002972,8.0,6.25,9.2,,,,6.0,6.0,8.25,N1
02002973,6.0,3.25,9.4,,,,5.0,7.25,6.5,N1
02002974,8.6,8.0,8.4,8.25,7.0,6.75,,,,N1
02002975,7.8,7.0,7.8,7.25,4.5,6.25,,,,N1
02002976,8.6,6.5,9.6,6.25,6.25,6.5,,,,N1
02002977,8.0,7.5,7.6,7.75,6.75,7.0,,,,N1
02002978,7.8,7.75,9.6,,,,5.5,7.25,6.75,N1
02002979,7.4,5.5,7.8,7.75,8.25,5.25,,,,N1
02002980,7.6,5.5,8.8,3.25,7.5,8.25,,,,N1
02002981,8.8,7.25,6.2,7.5,7.75,6.25,,,,N1
02002982,8.2,7.0,8.4,,,,9.0,9.5,8.0,N1
02002983,7.4,7.0,7.8,7.5,5.25,5.5,,,,N1
02002984,8.2,7.5,8.4,7.5,7.75,5.5,,,,N1
02002985,6.6,6.5,7.6,,,,6.25,6.75,7.75,N1
02002986,7.6,7.0,7.8,5.5,8.25,6.25,,,,N1
02002987,7.0,8.5,8.4,,,,6.0,8.25,9.0,N1
02002988,9.0,7.0,6.8,7.75,8.25,8.0,,,,N1
02002989,8.0,7.5,8.0,7.5,8.25,7.25,,,,N1
02002990,5.6,8.0,8.8,,,,8.75,8.5,9.25,N1
02002991,7.6,5.75,6.8,8.0,7.0,5.5,,,,N1
02002992,8.4,8.25,8.2,9.0,7.5,7.25,,,,N1
02002993,8.0,6.5,9.4,7.5,6.25,6.0,,,,N1
02002994,6.8,7.5,9.4,7.25,6.25,8.0,,,,N1
02002995,7.8,7.5,8.8,6.0,6.5,8.25,,,,N1
02002996,6.8,4.5,4.4,6.75,4.5,6.75,,,,N1
02002997,6.6,6.0,7.6,6.5,7.75,5.5,,,,N1
02002998,7.8,6.0,5.2,2.5,8.0,7.5,,,,N1
02002999,7.0,7.75,9.2,7.75,6.75,7.0,,,,N1
02003000,6.8,6.0,8.4,4.75,7.75,5.75,,,,N1
02003001,8.4,5.75,8.2,8.25,4.75,6.0,,,,N1
02003002,7.8,6.0,8.0,7.75,8.75,6.75,,,,N1
02003003,8.0,6.0,8.2,6.75,8.5,6.75,,,,N3
02003004,9.0,8.25,9.2,7.75,7.75,6.25,,,,N1
02003005,7.6,6.25,6.0,7.25,6.5,5.5,,,,N1
02003006,8.2,7.25,10.0,8.0,8.75,8.25,,,,N1
02003007,7.6,6.0,6.4,4.5,7.5,4.0,,,,N3
02003008,8.6,8.25,8.8,,,,8.25,8.75,8.5,N1
02003009,7.2,7.25,8.2,7.0,3.75,6.25,,,,N1
02003010,7.8,6.0,6.2,6.25,7.75,4.75,,,,N1
02003011,7.0,6.0,7.2,4.5,4.25,5.0,,,,N1
02003012,6.0,6.0,8.0,,,,7.0,8.0,8.5,N1
02003013,7.8,6.75,8.6,6.5,5.75,6.75,,,,N1
02003014,6.8,7.25,9.8,6.25,6.5,6.0,,,,N1
02003015,8.6,6.5,9.8,5.75,5.25,5.25,,,,N1
02003016,8.8,7.0,7.8,2.5,2.75,4.25,,,,N1
02003017,7.4,7.5,5.6,,,,8.0,7.75,9.25,N1
02003018,8.0,7.25,2.8,8.25,6.25,5.0,,,,N1
02003019,9.0,6.5,,4.25,8.75,7.5,,,,
02003020,7.8,7.25,7.4,8.0,8.25,6.5,,,,N1
02003021,7.4,7.0,6.8,,,,9.0,8.0,8.5,N1
02003022,8.8,5.75,8.4,8.75,4.0,5.0,,,,N1
02003023,8.0,6.25,9.4,4.0,8.25,7.5,,,,N1
02003024,8.2,7.25,7.4,5.5,4.0,5.0,,,,N1
02003025,8.2,5.5,6.8,3.75,8.75,8.25,,,,N1
02003026,9.0,5.75,9.0,9.0,8.75,7.25,,,,N1
02003027,8.4,5.0,9.8,4.0,8.75,8.25,,,,N1
02003028,8.0,6.75,8.8,7.25,5.5,6.75,,,,N1
02003029,8.2,6.5,9.4,8.5,5.75,7.0,,,,N1
02003030,8.2,6.25,6.4,9.5,9.25,6.0,,,,N3
02003031,8.4,6.5,8.8,7.75,4.0,5.5,,,,N1
02003032,7.2,6.0,5.6,3.5,4.25,4.25,,,,N1
02003033,8.2,7.25,8.8,7.25,8.0,7.0,,,,N1
02003034,6.8,6.75,9.0,6.75,5.5,7.5,,,,N1
02003035,8.0,7.5,8.4,7.75,8.0,6.75,,,,N1
02003036,7.0,7.0,7.4,7.25,4.0,6.0,,,,N1
02003037,7.4,6.25,9.6,6.0,5.75,7.25,,,,N1
02003038,8.0,4.5,8.2,8.5,7.5,6.5,,,,N1
02003039,6.8,6.0,9.0,8.25,8.5,5.75,,,,N1
02003040,7.8,7.0,7.2,7.25,8.25,5.25,,,,N1
02003041,8.0,7.0,6.4,7.5,8.0,6.75,,,,N1
02003042,7.6,6.25,8.2,5.0,4.75,5.75,,,,N1
02003043,8.6,5.75,8.6,7.25,7.75,7.25,,,,N1
02003044,8.0,7.0,8.0,7.25,7.5,7.5,,,,N1
02003045,8.0,5.5,5.6,8.0,3.25,3.5,,,,N1
02003046,7.8,7.5,9.2,5.5,8.5,8.0,,,,N1
02003047,7.2,6.5,9.4,7.5,7.0,6.5,,,,N1
02003048,8.2,5.75,8.6,7.75,6.5,6.25,,,,N1
02003049,8.2,7.0,6.6,3.75,6.25,3.75,,,,N1
02003050,7.6,6.25,,4.75,5.75,5.25,,,,
02003051,7.8,5.0,4.6,7.0,5.5,5.5,,,,N1
02003052,8.4,7.5,8.2,8.75,7.75,6.25,,,,N1
02003053,6.6,7.0,,5.0,4.5,3.5,,,,
02003054,5.8,7.25,7.4,4.0,5.5,7.25,,,,N1
02003055,8.6,5.0,8.8,8.0,6.0,7.5,,,,N1
02003056,7.6,5.75,,7.75,5.75,6.25,,,,
02003057,8.6,6.25,9.4,7.5,7.0,8.5,,,,N1
02003058,6.4,5.75,7.2,4.0,4.5,5.0,,,,N1
02003059,8.6,7.75,8.4,7.0,9.0,8.25,,,,N1
02003060,6.2,6.5,5.4,5.0,5.0,4.0,,,,N1
02003061,8.4,6.5,8.4,5.25,7.75,6.25,,,,N1
02003062,7.2,6.5,8.2,6.0,8.0,5.5,,,,N1
02003063,8.6,4.5,9.4,7.0,7.75,8.0,,,,N1
02003064,8.2,7.25,6.6,6.75,7.75,6.5,,,,N1
02003065,8.6,8.0,8.0,6.5,7.0,6.75,,,,N1
02003066,7.4,6.5,5.6,8.25,7.75,4.25,,,,N1
02003067,7.2,5.5,9.2,4.75,7.75,6.25,,,,N1
02003068,7.2,6.5,8.4,8.25,5.5,6.25,,,,N1
02003069,8.0,6.75,9.0,8.25,5.25,7.25,,,,N1
02003070,8.6,8.0,8.8,8.25,6.5,6.75,,,,N1
02003071,7.2,7.75,8.8,7.5,5.75,6.0,,,,N1
02003072,7.6,8.5,8.8,5.25,6.75,6.75,,,,N1
02003073,8.0,7.25,9.4,7.25,6.5,6.5,,,,N1
02003074,8.2,7.75,8.2,4.75,4.5,3.75,,,,N1
02003075,7.6,6.0,6.2,2.25,8.0,8.0,,,,N1
02003076,6.6,6.25,6.2,7.0,7.0,6.25,,,,N1
02003077,8.2,7.75,8.0,6.75,6.0,6.25,,,,N1
02003078,8.0,7.0,9.4,5.75,5.25,6.25,,,,N1
02003079,6.6,8.25,,,,,7.0,8.5,8.75,
02003080,6.2,6.75,,,,,7.0,6.5,8.0,
02003081,7.2,6.75,9.2,,,,5.75,6.75,8.5,N4
02003082,4.8,5.5,,3.5,4.25,4.75,,,,
02003083,4.6,6.25,,4.5,3.75,4.75,,,,
02003084,5.6,6.5,,4.5,6.0,5.75,,,,
02003085,8.4,6.75,,,,,7.5,8.25,8.75,
02003086,7.4,7.25,,7.5,8.5,8.5,,,,
02003087,6.6,7.5,,5.5,5.25,5.75,,,,
02003088,9.0,7.5,,7.75,8.0,6.75,,,,
02003089,6.0,7.0,8.0,5.25,5.0,6.0,,,,N1
02003090,7.6,7.0,8.8,7.0,4.25,7.0,,,,N1
02003091,7.2,8.0,8.4,7.0,8.0,4.75,,,,N1
02003092,7.4,7.75,9.0,,,,9.25,7.5,9.25,N1
02003093,6.4,6.75,6.4,3.25,7.25,3.75,,,,N1
02003094,8.0,7.75,8.8,7.5,9.25,8.5,,,,N1
02003095,6.8,6.25,6.0,6.75,7.75,6.5,,,,N1
02003096,7.4,6.75,4.6,4.25,4.75,4.75,,,,N1
02003097,6.8,7.75,7.8,,,,8.5,7.0,9.25,N1
02003098,6.2,6.25,4.6,,,,7.0,6.5,7.5,N1
02003099,7.2,7.5,9.6,5.5,5.0,5.75,,,,N1
02003100,7.8,4.5,6.4,6.5,7.5,6.0,,,,N1
02003101,7.6,5.0,8.4,6.0,6.75,6.25,,,,N1
02003102,7.6,7.25,7.6,6.0,9.5,8.25,,,,N1
02003103,8.4,8.0,9.4,7.0,4.75,6.25,,,,N1
02003104,8.8,7.75,8.8,5.25,8.5,8.25,,,,N1
02003105,6.8,7.25,7.6,5.75,5.0,5.5,,,,N1
02003106,6.4,8.0,9.2,,,,6.25,8.25,8.5,N1
02003107,7.4,6.5,9.2,8.25,7.0,6.5,,,,N1
02003108,8.2,7.75,8.4,,,,7.0,8.75,9.25,N1
02003109,7.4,6.25,7.0,7.75,4.75,5.0,,,,N1
02003110,7.6,7.25,8.2,7.25,8.5,6.25,,,,N1
02003111,7.0,6.25,8.8,7.75,7.0,6.5,,,,N1
02003112,7.4,6.75,5.4,7.25,6.25,5.0,,,,N1
02003113,5.2,4.75,7.8,3.75,3.75,6.75,,,,N1
02003114,6.8,7.75,7.0,,,,6.5,7.75,8.25,N1
02003116,6.0,6.5,8.4,,,,4.75,5.75,9.0,N3
02003117,8.6,7.0,8.4,7.25,8.5,5.75,,,,N1
02003118,7.8,7.75,8.6,,,,9.75,9.25,9.5,N1
02003119,6.4,7.75,9.8,6.0,6.75,7.5,,,,N1
02003120,8.4,7.0,8.8,6.5,6.5,5.75,,,,N1
02003121,7.8,6.0,4.6,,,,5.75,8.0,8.25,N1
02003122,6.8,5.5,7.6,6.25,5.5,5.5,,,,N1
02003123,8.0,6.5,9.6,7.75,6.0,8.0,,,,N1
02003124,7.2,6.75,8.4,5.75,7.25,6.75,,,,N1
02003125,8.4,6.5,9.0,7.5,7.0,8.0,,,,N1
02003126,4.6,7.0,7.4,,,,6.5,7.25,7.75,N1
02003127,7.6,8.25,7.8,,,,7.5,8.5,9.25,N1
02003128,8.2,4.25,7.4,8.5,9.25,6.0,,,,N1
02003129,7.8,5.75,,5.25,6.5,6.25,,,,
02003130,7.2,5.0,5.2,5.5,7.25,4.25,,,,N1
02003131,6.6,6.75,8.8,4.0,5.25,7.0,,,,N1
02003132,7.8,6.25,9.6,7.0,4.5,6.25,,,,N1
02003133,7.4,4.0,8.4,7.5,8.5,6.25,,,,N1
02003134,8.8,7.5,9.2,8.5,8.0,7.25,,,,N1
02003135,7.2,6.75,9.0,8.75,7.75,7.0,,,,N1
02003136,6.8,7.75,8.4,,,,7.5,8.75,8.25,N1
02003137,7.0,6.75,8.4,,,,7.25,8.0,9.5,N1
02003138,8.2,7.25,8.4,3.75,4.5,6.0,,,,N1
02003139,7.8,5.5,6.8,6.0,4.75,5.25,,,,N1
02003140,7.6,8.25,8.8,6.5,6.25,6.75,,,,N1
02003141,8.0,5.5,7.0,8.0,5.75,5.0,,,,N1
02003142,7.4,8.75,7.0,,,,8.5,6.75,9.0,N1
02003143,8.4,8.5,8.4,4.75,7.75,5.5,,,,N1
02003144,5.4,6.5,8.0,3.0,6.0,5.5,,,,N1
02003145,8.8,6.75,7.8,8.25,8.25,7.25,,,,N1
02003146,6.2,7.0,9.2,4.0,5.75,4.75,,,,N1
02003147,8.0,8.0,9.2,7.5,7.25,8.5,,,,N1
02003148,6.2,7.0,4.0,4.75,3.75,6.0,,,,N1
02003149,4.0,6.75,8.4,,,,9.0,7.75,8.25,N1
02003150,7.6,6.5,7.6,6.0,6.75,5.5,,,,N1
02003151,4.2,7.0,7.0,,,,6.25,6.0,8.0,N1
02003152,8.0,7.0,9.0,5.75,7.25,5.5,,,,N1
02003153,7.6,7.0,8.2,7.5,6.75,5.5,,,,N1
02003154,8.4,8.0,8.4,6.25,6.75,5.5,,,,N1
02003155,8.8,7.25,9.6,,,,8.75,8.0,8.0,N1
02003156,6.8,7.75,7.6,,,,6.75,7.25,9.25,N1
02003157,7.6,8.5,8.4,,,,7.75,8.0,9.0,N1
02003158,5.0,8.5,8.2,,,,8.0,8.0,9.25,N1
